Election Type,Date,Region,Province or Territory,Constituency,Candidate,Gender,Occupation,Political Affiliation,Result,Votes
General,1993-10-25,ON,Ontario,St. Paul's,"Godlewski, Mario",Man,Teacher,National Party of Canada,Defeated,1259
General,1993-10-25,ON,Ontario,St. Paul's,"Harris, Jim",Man,"Journalist, consultant",Green Party of Canada,Defeated,481
General,1993-10-25,ON,Ontario,St. Paul's,"Weberg, Rick C.",Man,Theme park developer,Natural Law Party of Canada,Defeated,313
General,1993-10-25,ON,Ontario,St. Paul's,"Conrad, Jim",Man,Professional engineer,Independent,Defeated,245
General,1993-10-25,ON,Ontario,St. Paul's,"Stenhouse, Rick",Man,Small business owner,Libertarian Party of Canada,Defeated,108
General,1993-10-25,ON,Ontario,St. Paul's,"Gershuny, David",Man,"Shipper, receiver",Marxist-Leninist Party of Canada,Defeated,75
General,1993-10-25,ON,Ontario,St. Paul's,"Joyce, Marion Velma",Woman,Telemarketing,Abolitionist Party of Canada,Defeated,17
General,1993-10-25,ON,Ontario,St. Paul's,"Twose, Mike",Man,,Party for the Commonwealth of Canada,Defeated,11
General,1993-10-25,ON,Ontario,Stormont--Dundas,"Kilger, Robert (Bob)",Man,Businessman,Liberal Party of Canada,Elected,27080
General,1993-10-25,ON,Ontario,Stormont--Dundas,"Ault, Leslie",Woman,Lawyer,Progressive Conservative Party,Defeated,7498
General,1993-10-25,ON,Ontario,Stormont--Dundas,"Turner, Annette",Woman,Teacher,Reform Party of Canada,Defeated,5901
